id	fdr.pvalue.2m_vs_0m	fdr.pvalue.5m_vs_0m	2m_vs_0m	5m_vs_0m
KINASE-iKiP_ERBB4	0.618965107040091	0.131310421332819	-0.8584	2.048
KINASE-iKiP_EPHB4	0.0992558752884661	0.66438682455424	-2.3619	-0.7372
KINASE-iKiP_EPHB3	0.0925831922370287	0.112053749359449	-2.3957	-2.2726
KINASE-iKiP_EPHB2	0.659663191659984	0.196944757284357	-0.763	1.8986
KINASE-iKiP_EPHB1	0.728019042581328	0.657108431607937	-0.6045	0.7737
KINASE-iKiP_EPHA8	0.0178491549061056	0.659663191659984	-3.2099	-0.7701
KINASE-iKiP_EPHA7	0.381190400488996	0.715572457966373	1.3807	0.7046
KINASE-iKiP_EPHA6	0.130830489192264	0.098063726618989	2.1546	2.2946
KINASE-iKiP_EPHA5	0.810624461858544	0.0970921929546176	-0.4561	2.3185
KINASE-iKiP_EPHA3	0.310747823096047	0.91610570358425	-1.5485	-0.2356
KINASE-iKiP_EPHA2	0.0408402936498741	0.38698240989046	-2.7667	1.3527
KINASE-iKiP_EPHA1	0.0701626678390475	0.37815360053465	-2.627	-1.3791
KINASE-iKiP_EGFR	0.757162712241876	0.482616551591701	-0.5644	1.1469
KINASE-iKiP_DDR2	0.0295728277413805	0.457759822673483	-2.867	-1.2087
KINASE-iKiP_CSF1R.FMS	0.4586529318542	0.76104246360459	-1.2224	0.5539
KINASE-iKiP_BMX	0.836961451247166	0.0645639414240825	0.3954	2.4777
KINASE-iKiP_AXL	0.535778713168972	0.482616551591701	-1.055	1.155
KINASE-iKiP_ALK	0.91610570358425	0.205328355676226	0.2502	1.8682
KINASE-iKiP_ABL2	0.101124723630073	0.293379592883608	-2.3148	-1.6381
DISEASE-PSP_type_2_diabetes	0.00034375	0.00034375	4.061	4.225
DISEASE-PSP_neuroblastoma	0.297093570052549	0.514293671260509	-1.5836	-1.0568
DISEASE-PSP_HNSCC	0.00034375	0.00034375	-3.4854	-3.6284
DISEASE-PSP_glioma	0.00034375	0.00034375	3.5731	3.5567
DISEASE-PSP_breast_cancer	0.0457577898124166	0.0892797985821242	2.6849	2.4298
DISEASE-PSP_acute_myelogenous_leukemia	0.00034375	0.00034375	3.6319	3.6396
